Contribuições | Renda,20000,40000,60000,80000,100000,120000
Contribuição da universidade,0.717261905,0.699404762,0.568452381,0.369047619,0.139880952,0.029761905
Contribuição da família,0.282738095,0.300595238,0.431547619,0.630952381,0.860119048,0.970238095
